file_path,team1,team2,date
dt\csv3\1317481.csv,Australia,New Zealand,2022-09-11
dt\csv3\1317489.csv,England,Australia,2022-11-17
dt\csv3\1317490.csv,Australia,England,2022-11-19
dt\csv3\1317491.csv,Australia,England,2022-11-22
dt\csv3\1317900.csv,India,West Indies,2022-07-22
dt\csv3\1317901.csv,West Indies,India,2022-07-24
dt\csv3\1317902.csv,India,West Indies,2022-07-27
dt\csv3\1317911.csv,New Zealand,West Indies,2022-08-17
dt\csv3\1317912.csv,New Zealand,West Indies,2022-08-19
dt\csv3\1317913.csv,West Indies,New Zealand,2022-08-21
dt\csv3\1322031.csv,Namibia,Nepal,2022-07-11
dt\csv3\1322032.csv,Scotland,Nepal,2022-07-13
dt\csv3\1322033.csv,Namibia,Scotland,2022-07-14
dt\csv3\1322034.csv,Namibia,Nepal,2022-07-16
dt\csv3\1322035.csv,Nepal,Scotland,2022-07-17
dt\csv3\1322036.csv,Scotland,United Arab Emirates,2022-08-10
dt\csv3\1322037.csv,United Arab Emirates,United States of America,2022-08-11
dt\csv3\1322038.csv,United States of America,Scotland,2022-08-13
dt\csv3\1322039.csv,Scotland,United Arab Emirates,2022-08-14
dt\csv3\1322041.csv,Scotland,United States of America,2022-08-17
dt\csv3\1322278.csv,India,New Zealand,2022-11-25
dt\csv3\1322279.csv,India,New Zealand,2022-11-27
dt\csv3\1322280.csv,India,New Zealand,2022-11-30
dt\csv3\1322359.csv,New Zealand,Sri Lanka,2023-03-25
dt\csv3\1322361.csv,Sri Lanka,New Zealand,2023-03-31
dt\csv3\1323292.csv,Bangladesh,Zimbabwe,2022-08-05
dt\csv3\1323293.csv,Bangladesh,Zimbabwe,2022-08-07
dt\csv3\1323294.csv,Bangladesh,Zimbabwe,2022-08-10
dt\csv3\1325549.csv,Zimbabwe,India,2022-08-18
dt\csv3\1325550.csv,Zimbabwe,India,2022-08-20
dt\csv3\1325551.csv,India,Zimbabwe,2022-08-22
dt\csv3\1327509.csv,South Africa,India,2022-10-06
dt\csv3\1327510.csv,South Africa,India,2022-10-09
dt\csv3\1327511.csv,South Africa,India,2022-10-11
dt\csv3\1331365.csv,United States of America,Papua New Guinea,2022-09-11
dt\csv3\1331366.csv,Papua New Guinea,United States of America,2022-09-13
dt\csv3\1331367.csv,Namibia,United States of America,2022-09-15
dt\csv3\1331368.csv,Namibia,United States of America,2022-09-17
dt\csv3\1331369.csv,Namibia,Papua New Guinea,2022-09-20
dt\csv3\1331370.csv,Namibia,Papua New Guinea,2022-09-21
dt\csv3\1336052.csv,England,New Zealand,2023-09-08
dt\csv3\1336053.csv,England,New Zealand,2023-09-10
dt\csv3\1336054.csv,England,New Zealand,2023-09-13
dt\csv3\1336055.csv,England,New Zealand,2023-09-15
dt\csv3\1336129.csv,England,Ireland,2023-09-23
dt\csv3\1336130.csv,England,Ireland,2023-09-26
dt\csv3\1339595.csv,South Africa,England,2023-01-27
dt\csv3\1339596.csv,England,South Africa,2023-01-29
dt\csv3\1339597.csv,England,South Africa,2023-02-01
dt\csv3\1339602.csv,West Indies,South Africa,2023-03-18
dt\csv3\1339603.csv,West Indies,South Africa,2023-03-21
dt\csv3\1339607.csv,Netherlands,South Africa,2023-03-31
dt\csv3\1339608.csv,South Africa,Netherlands,2023-04-02
dt\csv3\1339611.csv,New Zealand,Pakistan,2023-01-09
dt\csv3\1339612.csv,New Zealand,Pakistan,2023-01-11
dt\csv3\1339613.csv,Pakistan,New Zealand,2023-01-13
dt\csv3\1339619.csv,New Zealand,Pakistan,2023-04-27
dt\csv3\1339620.csv,New Zealand,Pakistan,2023-04-29
dt\csv3\1339621.csv,Pakistan,New Zealand,2023-05-03
dt\csv3\1339622.csv,Pakistan,New Zealand,2023-05-05
dt\csv3\1339623.csv,New Zealand,Pakistan,2023-05-07
dt\csv3\1340845.csv,India,Bangladesh,2022-12-04
dt\csv3\1340846.csv,Bangladesh,India,2022-12-07
dt\csv3\1340847.csv,India,Bangladesh,2022-12-10
dt\csv3\1341969.csv,Papua New Guinea,Namibia,2022-11-19
dt\csv3\1341970.csv,United States of America,Namibia,2022-11-20
dt\csv3\1341971.csv,Papua New Guinea,United States of America,2022-11-22
dt\csv3\1341972.csv,Papua New Guinea,Namibia,2022-11-23
dt\csv3\1341973.csv,United States of America,Papua New Guinea,2022-11-25
dt\csv3\1341974.csv,United States of America,Namibia,2022-11-26
dt\csv3\1341975.csv,Namibia,Scotland,2022-12-01
dt\csv3\1341976.csv,Nepal,Namibia,2022-12-02
dt\csv3\1341977.csv,Nepal,Scotland,2022-12-04
dt\csv3\1341978.csv,Scotland,Namibia,2022-12-05
dt\csv3\1341979.csv,Namibia,Nepal,2022-12-07
dt\csv3\1341980.csv,Nepal,Scotland,2022-12-08
dt\csv3\1343683.csv,United Arab Emirates,Nepal,2022-11-14
dt\csv3\1343684.csv,United Arab Emirates,Nepal,2022-11-16
dt\csv3\1343685.csv,United Arab Emirates,Nepal,2022-11-18
dt\csv3\1348326.csv,Ireland,Zimbabwe,2023-01-18
dt\csv3\1348327.csv,Ireland,Zimbabwe,2023-01-21
dt\csv3\1348328.csv,Zimbabwe,Ireland,2023-01-23
dt\csv3\1348643.csv,India,Sri Lanka,2023-01-10
dt\csv3\1348644.csv,Sri Lanka,India,2023-01-12
dt\csv3\1348645.csv,India,Sri Lanka,2023-01-15
dt\csv3\1348646.csv,India,New Zealand,2023-01-18
dt\csv3\1348647.csv,New Zealand,India,2023-01-21
dt\csv3\1348648.csv,India,New Zealand,2023-01-24
dt\csv3\1348656.csv,Australia,India,2023-03-17
dt\csv3\1348657.csv,India,Australia,2023-03-19
dt\csv3\1348658.csv,Australia,India,2023-03-22
dt\csv3\1351397.csv,Bangladesh,England,2023-03-01
dt\csv3\1351398.csv,England,Bangladesh,2023-03-03
dt\csv3\1351399.csv,Bangladesh,England,2023-03-06
dt\csv3\1355717.csv,Bangladesh,Ireland,2023-03-18
dt\csv3\1355718.csv,Bangladesh,Ireland,2023-03-20
dt\csv3\1355719.csv,Ireland,Bangladesh,2023-03-23
dt\csv3\1358073.csv,Namibia,Nepal,2023-02-14
dt\csv3\1358074.csv,Namibia,Scotland,2023-02-15
dt\csv3\1358075.csv,Scotland,Nepal,2023-02-17
dt\csv3\1358076.csv,Namibia,Nepal,2023-02-18
dt\csv3\1358077.csv,Scotland,Namibia,2023-02-20
dt\csv3\1358078.csv,Scotland,Nepal,2023-02-21
dt\csv3\1358079.csv,Namibia,United Arab Emirates,2023-02-23
dt\csv3\1358080.csv,United Arab Emirates,Namibia,2023-02-25
dt\csv3\1358082.csv,Papua New Guinea,United Arab Emirates,2023-02-28
dt\csv3\1358083.csv,United Arab Emirates,Nepal,2023-03-02
dt\csv3\1358084.csv,Papua New Guinea,Nepal,2023-03-03
dt\csv3\1358085.csv,United Arab Emirates,Papua New Guinea,2023-03-05
dt\csv3\1358086.csv,Nepal,United Arab Emirates,2023-03-06
dt\csv3\1358087.csv,Nepal,Papua New Guinea,2023-03-09
dt\csv3\1358088.csv,Papua New Guinea,United Arab Emirates,2023-03-10
dt\csv3\1358089.csv,Nepal,United Arab Emirates,2023-03-12
dt\csv3\1358090.csv,Papua New Guinea,Nepal,2023-03-13
dt\csv3\1358091.csv,Papua New Guinea,United Arab Emirates,2023-03-15
dt\csv3\1358092.csv,United Arab Emirates,Nepal,2023-03-16
dt\csv3\1362379.csv,Zimbabwe,Netherlands,2023-03-21
dt\csv3\1362380.csv,Zimbabwe,Netherlands,2023-03-23
dt\csv3\1362381.csv,Netherlands,Zimbabwe,2023-03-25
dt\csv3\1364124.csv,Bangladesh,Ireland,2023-05-09
dt\csv3\1364125.csv,Ireland,Bangladesh,2023-05-12
dt\csv3\1365092.csv,United States of America,Namibia,2023-03-26
dt\csv3\1365093.csv,United Arab Emirates,Papua New Guinea,2023-03-27
dt\csv3\1365095.csv,Canada,United States of America,2023-03-29
dt\csv3\1365097.csv,Jersey,Namibia,2023-03-30
dt\csv3\1365098.csv,United Arab Emirates,United States of America,2023-03-30
dt\csv3\1365099.csv,Canada,United Arab Emirates,2023-04-01
dt\csv3\1365100.csv,Jersey,Papua New Guinea,2023-04-01
dt\csv3\1365101.csv,United States of America,Papua New Guinea,2023-04-02
dt\csv3\1365102.csv,United Arab Emirates,Namibia,2023-04-02
dt\csv3\1365103.csv,Namibia,Canada,2023-04-04
dt\csv3\1365104.csv,United States of America,Jersey,2023-04-04
dt\csv3\1365105.csv,United Arab Emirates,Jersey,2023-04-05
dt\csv3\1365106.csv,Canada,Papua New Guinea,2023-04-05
dt\csv3\1365552.csv,Bangladesh,Ireland,2023-05-14
dt\csv3\1367985.csv,Nepal,Oman,2023-04-21
dt\csv3\1368000.csv,United Arab Emirates,Oman,2023-04-29
dt\csv3\1368002.csv,United Arab Emirates,Nepal,2023-05-01
dt\csv3\1373571.csv,South Africa,Australia,2023-09-07
dt\csv3\1373572.csv,Australia,South Africa,2023-09-09
dt\csv3\1373573.csv,South Africa,Australia,2023-09-12
dt\csv3\1373574.csv,South Africa,Australia,2023-09-15
dt\csv3\1373575.csv,South Africa,Australia,2023-09-17
dt\csv3\1373576.csv,England,West Indies,2023-12-03
dt\csv3\1373577.csv,West Indies,England,2023-12-06
dt\csv3\1373578.csv,England,West Indies,2023-12-09
dt\csv3\1375847.csv,West Indies,Australia,2024-02-02
dt\csv3\1375848.csv,Australia,West Indies,2024-02-04
dt\csv3\1375849.csv,West Indies,Australia,2024-02-06
dt\csv3\1377005.csv,United Arab Emirates,West Indies,2023-06-04
dt\csv3\1377006.csv,West Indies,United Arab Emirates,2023-06-06
dt\csv3\1377007.csv,United Arab Emirates,West Indies,2023-06-09
dt\csv3\1377746.csv,Nepal,Zimbabwe,2023-06-18
dt\csv3\1377747.csv,West Indies,United States of America,2023-06-18
dt\csv3\1377748.csv,Sri Lanka,United Arab Emirates,2023-06-19
dt\csv3\1377749.csv,Ireland,Oman,2023-06-19
dt\csv3\1377750.csv,Netherlands,Zimbabwe,2023-06-20
dt\csv3\1377751.csv,United States of America,Nepal,2023-06-20
dt\csv3\1377752.csv,Ireland,Scotland,2023-06-21
dt\csv3\1377753.csv,United Arab Emirates,Oman,2023-06-21
dt\csv3\1377754.csv,West Indies,Nepal,2023-06-22
dt\csv3\1377755.csv,United States of America,Netherlands,2023-06-22
dt\csv3\1377756.csv,Oman,Sri Lanka,2023-06-23
dt\csv3\1377757.csv,Scotland,United Arab Emirates,2023-06-23
dt\csv3\1377758.csv,Zimbabwe,West Indies,2023-06-24
dt\csv3\1377759.csv,Nepal,Netherlands,2023-06-24
dt\csv3\1377760.csv,Sri Lanka,Ireland,2023-06-25
dt\csv3\1377761.csv,Scotland,Oman,2023-06-25
dt\csv3\1377762.csv,Zimbabwe,United States of America,2023-06-26
dt\csv3\1377763.csv,West Indies,Netherlands,2023-06-26
dt\csv3\1377764.csv,Sri Lanka,Scotland,2023-06-27
dt\csv3\1377765.csv,Ireland,United Arab Emirates,2023-06-27
dt\csv3\1377766.csv,Zimbabwe,Oman,2023-06-29
dt\csv3\1377767.csv,Sri Lanka,Netherlands,2023-06-30
dt\csv3\1377768.csv,United States of America,Ireland,2023-06-30
dt\csv3\1377769.csv,West Indies,Scotland,2023-07-01
dt\csv3\1377770.csv,Zimbabwe,Sri Lanka,2023-07-02
dt\csv3\1377771.csv,United Arab Emirates,Nepal,2023-07-02
dt\csv3\1377772.csv,Netherlands,Oman,2023-07-03
dt\csv3\1377773.csv,Scotland,Zimbabwe,2023-07-04
dt\csv3\1377774.csv,Nepal,Ireland,2023-07-04
dt\csv3\1377775.csv,Oman,West Indies,2023-07-05
dt\csv3\1377776.csv,Scotland,Netherlands,2023-07-06
dt\csv3\1377777.csv,United Arab Emirates,United States of America,2023-07-06
dt\csv3\1377778.csv,West Indies,Sri Lanka,2023-07-07
dt\csv3\1377779.csv,Sri Lanka,Netherlands,2023-07-09
dt\csv3\1381214.csv,West Indies,India,2023-07-27
dt\csv3\1381215.csv,India,West Indies,2023-07-29
dt\csv3\1381216.csv,India,West Indies,2023-08-01
dt\csv3\1384392.csv,England,New Zealand,2023-10-05
dt\csv3\1384393.csv,Pakistan,Netherlands,2023-10-06
dt\csv3\1384395.csv,South Africa,Sri Lanka,2023-10-07
dt\csv3\1384396.csv,Australia,India,2023-10-08
dt\csv3\1384397.csv,New Zealand,Netherlands,2023-10-09
dt\csv3\1384398.csv,England,Bangladesh,2023-10-10
dt\csv3\1384399.csv,Sri Lanka,Pakistan,2023-10-10
dt\csv3\1384401.csv,South Africa,Australia,2023-10-12
dt\csv3\1384402.csv,Bangladesh,New Zealand,2023-10-13
dt\csv3\1384403.csv,Pakistan,India,2023-10-14
dt\csv3\1384405.csv,Sri Lanka,Australia,2023-10-16
dt\csv3\1384406.csv,Netherlands,South Africa,2023-10-17
dt\csv3\1384408.csv,Bangladesh,India,2023-10-19
dt\csv3\1384409.csv,Australia,Pakistan,2023-10-20
dt\csv3\1384410.csv,Netherlands,Sri Lanka,2023-10-21
dt\csv3\1384411.csv,South Africa,England,2023-10-21
dt\csv3\1384412.csv,New Zealand,India,2023-10-22
dt\csv3\1384414.csv,South Africa,Bangladesh,2023-10-24
dt\csv3\1384415.csv,Australia,Netherlands,2023-10-25
dt\csv3\1384416.csv,England,Sri Lanka,2023-10-26
dt\csv3\1384417.csv,Pakistan,South Africa,2023-10-27
dt\csv3\1384418.csv,Australia,New Zealand,2023-10-28
dt\csv3\1384419.csv,Netherlands,Bangladesh,2023-10-28
dt\csv3\1384420.csv,India,England,2023-10-29
dt\csv3\1384422.csv,Bangladesh,Pakistan,2023-10-31
dt\csv3\1384423.csv,South Africa,New Zealand,2023-11-01
dt\csv3\1384424.csv,India,Sri Lanka,2023-11-02
dt\csv3\1384426.csv,New Zealand,Pakistan,2023-11-04
dt\csv3\1384427.csv,Australia,England,2023-11-04
dt\csv3\1384428.csv,India,South Africa,2023-11-05
dt\csv3\1384429.csv,Sri Lanka,Bangladesh,2023-11-06
dt\csv3\1384431.csv,England,Netherlands,2023-11-08
dt\csv3\1384432.csv,Sri Lanka,New Zealand,2023-11-09
dt\csv3\1384434.csv,Bangladesh,Australia,2023-11-11
dt\csv3\1384435.csv,England,Pakistan,2023-11-11
dt\csv3\1384436.csv,India,Netherlands,2023-11-12
dt\csv3\1384437.csv,India,New Zealand,2023-11-15
dt\csv3\1384438.csv,South Africa,Australia,2023-11-16
dt\csv3\1384439.csv,India,Australia,2023-11-19
dt\csv3\1385700.csv,England,Australia,2024-09-19
dt\csv3\1385701.csv,Australia,England,2024-09-21
dt\csv3\1385702.csv,Australia,England,2024-09-24
dt\csv3\1385703.csv,England,Australia,2024-09-27
dt\csv3\1385704.csv,England,Australia,2024-09-29
dt\csv3\1387600.csv,South Africa,India,2023-12-17
dt\csv3\1387601.csv,India,South Africa,2023-12-19
dt\csv3\1387602.csv,India,South Africa,2023-12-21
dt\csv3\1388211.csv,Bangladesh,New Zealand,2023-12-20
dt\csv3\1388212.csv,New Zealand,Bangladesh,2023-12-23
dt\csv3\1388392.csv,Pakistan,Nepal,2023-08-30
dt\csv3\1388393.csv,Bangladesh,Sri Lanka,2023-08-31
dt\csv3\1388394.csv,India,Pakistan,2023-09-02
dt\csv3\1388398.csv,Nepal,India,2023-09-04
dt\csv3\1388401.csv,Bangladesh,Pakistan,2023-09-06
dt\csv3\1388403.csv,Sri Lanka,Bangladesh,2023-09-09
dt\csv3\1388406.csv,India,Pakistan,2023-09-10
dt\csv3\1388407.csv,India,Sri Lanka,2023-09-12
dt\csv3\1388410.csv,Pakistan,Sri Lanka,2023-09-14
dt\csv3\1388412.csv,Bangladesh,India,2023-09-15
dt\csv3\1388414.csv,Sri Lanka,India,2023-09-17
dt\csv3\1389388.csv,Australia,India,2023-09-22
dt\csv3\1389389.csv,India,Australia,2023-09-24
dt\csv3\1389390.csv,Australia,India,2023-09-27
dt\csv3\1395700.csv,New Zealand,Bangladesh,2023-09-21
dt\csv3\1395701.csv,New Zealand,Bangladesh,2023-09-23
dt\csv3\1395702.csv,Bangladesh,New Zealand,2023-09-26
dt\csv3\1408102.csv,New Zealand,Bangladesh,2023-12-17
dt\csv3\1408106.csv,Zimbabwe,Ireland,2023-12-13
dt\csv3\1408107.csv,Zimbabwe,Ireland,2023-12-15
dt\csv3\1408108.csv,Zimbabwe,Ireland,2023-12-17
dt\csv3\1412539.csv,Sri Lanka,Zimbabwe,2024-01-06
dt\csv3\1412540.csv,Zimbabwe,Sri Lanka,2024-01-08
dt\csv3\1412541.csv,Zimbabwe,Sri Lanka,2024-01-11
dt\csv3\1419827.csv,Sri Lanka,Bangladesh,2024-03-13
dt\csv3\1419828.csv,Bangladesh,Sri Lanka,2024-03-15
dt\csv3\1419829.csv,Sri Lanka,Bangladesh,2024-03-18
dt\csv3\1420220.csv,Nepal,Canada,2024-02-08
dt\csv3\1420221.csv,Canada,Nepal,2024-02-10
dt\csv3\1420222.csv,Canada,Nepal,2024-02-12
dt\csv3\1420529.csv,Nepal,Namibia,2024-02-15
dt\csv3\1420530.csv,Netherlands,Nepal,2024-02-17
dt\csv3\1420531.csv,Namibia,Netherlands,2024-02-19
dt\csv3\1420532.csv,Nepal,Namibia,2024-02-21
dt\csv3\1420533.csv,Namibia,Netherlands,2024-02-23
dt\csv3\1420534.csv,Nepal,Netherlands,2024-02-25
dt\csv3\1421069.csv,United Arab Emirates,Canada,2024-02-28
dt\csv3\1421070.csv,Scotland,Canada,2024-03-01
dt\csv3\1421071.csv,United Arab Emirates,Scotland,2024-03-03
dt\csv3\1421072.csv,Canada,United Arab Emirates,2024-03-05
dt\csv3\1421073.csv,Scotland,Canada,2024-03-07
dt\csv3\1426549.csv,Pakistan,Australia,2024-11-04
dt\csv3\1426550.csv,Australia,Pakistan,2024-11-08
dt\csv3\1426551.csv,Australia,Pakistan,2024-11-10
dt\csv3\1428956.csv,Oman,Scotland,2024-07-16
dt\csv3\1428957.csv,Oman,Namibia,2024-07-18
dt\csv3\1428958.csv,Scotland,Namibia,2024-07-20
dt\csv3\1428959.csv,Oman,Scotland,2024-07-22
dt\csv3\1428960.csv,Namibia,Oman,2024-07-24
dt\csv3\1428961.csv,Scotland,Namibia,2024-07-26
dt\csv3\1431088.csv,South Africa,Ireland,2024-10-02
dt\csv3\1431089.csv,South Africa,Ireland,2024-10-04
dt\csv3\1431090.csv,Ireland,South Africa,2024-10-07
dt\csv3\1433370.csv,England,West Indies,2024-10-31
dt\csv3\1433371.csv,West Indies,England,2024-11-02
dt\csv3\1433372.csv,England,West Indies,2024-11-06
dt\csv3\1442990.csv,Sri Lanka,India,2024-08-02
dt\csv3\1442991.csv,Sri Lanka,India,2024-08-04
dt\csv3\1442992.csv,Sri Lanka,India,2024-08-07
dt\csv3\1444649.csv,Zimbabwe,Pakistan,2024-11-24
dt\csv3\1444650.csv,Zimbabwe,Pakistan,2024-11-26
dt\csv3\1445034.csv,Canada,Netherlands,2024-08-11
dt\csv3\1445035.csv,United States of America,Canada,2024-08-13
dt\csv3\1445036.csv,Netherlands,United States of America,2024-08-15
dt\csv3\1445037.csv,Netherlands,Canada,2024-08-17
dt\csv3\1445038.csv,United States of America,Canada,2024-08-19
dt\csv3\1445039.csv,Netherlands,United States of America,2024-08-21
dt\csv3\1450690.csv,Namibia,United States of America,2024-09-16
dt\csv3\1450691.csv,United Arab Emirates,United States of America,2024-09-18
dt\csv3\1450692.csv,Namibia,United Arab Emirates,2024-09-20
dt\csv3\1450693.csv,Namibia,United States of America,2024-09-22
dt\csv3\1450694.csv,United States of America,United Arab Emirates,2024-09-24
dt\csv3\1450695.csv,United Arab Emirates,Namibia,2024-09-26
dt\csv3\1450696.csv,Canada,Nepal,2024-09-16
dt\csv3\1450697.csv,Nepal,Oman,2024-09-18
dt\csv3\1450698.csv,Canada,Oman,2024-09-20
dt\csv3\1450699.csv,Nepal,Canada,2024-09-22
dt\csv3\1450701.csv,Oman,Canada,2024-09-26
dt\csv3\1450702.csv,United States of America,Scotland,2024-10-25
dt\csv3\1450704.csv,Scotland,Nepal,2024-10-29
dt\csv3\1450705.csv,Scotland,United States of America,2024-10-31
dt\csv3\1450706.csv,United States of America,Nepal,2024-11-02
dt\csv3\1450707.csv,Nepal,Scotland,2024-11-04
dt\csv3\1451817.csv,West Indies,Sri Lanka,2024-10-20
dt\csv3\1451818.csv,West Indies,Sri Lanka,2024-10-23
dt\csv3\1451819.csv,Sri Lanka,West Indies,2024-10-26
dt\csv3\1456443.csv,Sri Lanka,New Zealand,2024-11-13
dt\csv3\1456444.csv,New Zealand,Sri Lanka,2024-11-17
dt\csv3\1456445.csv,New Zealand,Sri Lanka,2024-11-19
dt\csv3\1457464.csv,United Arab Emirates,Oman,2024-11-01
dt\csv3\1457465.csv,United Arab Emirates,Netherlands,2024-11-03
dt\csv3\1457466.csv,Netherlands,Oman,2024-11-05
dt\csv3\1457467.csv,United Arab Emirates,Oman,2024-11-07
dt\csv3\1457468.csv,Netherlands,United Arab Emirates,2024-11-09
dt\csv3\1457469.csv,Oman,Netherlands,2024-11-11
